Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Children,Expenses,TotalAcceptedCmp,NumTotalPurchases,Total_Engaged_Days
1955,Post Graduate,Single,61284.0,2013-12-10,76,6,0,0,0,811,1,22,387
1986,Post Graduate,In Relationship,22518.0,2012-10-22,36,5,0,1,1,61,1,7,801
1975,Post Graduate,In Relationship,54730.0,2013-08-15,64,4,0,0,1,405,0,18,504
1955,Post Graduate,In Relationship,38452.0,2014-03-30,62,7,0,0,2,72,0,9,277
1971,Post Graduate,Single,44421.0,2013-02-15,53,8,0,0,2,189,0,14,685
1986,Post Graduate,In Relationship,38197.0,2013-06-29,86,5,0,0,1,40,0,5,551
1978,Post Graduate,Single,41986.0,2014-09-02,15,4,0,0,1,63,0,10,121
1983,Post Graduate,In Relationship,28427.0,2013-03-21,67,8,0,0,1,52,0,7,651
1976,Post Graduate,In Relationship,37395.0,2014-02-05,47,6,0,0,1,39,0,5,330
1971,Post Graduate,In Relationship,64722.0,2014-05-26,47,6,0,0,1,805,0,25,220
1956,Post Graduate,In Relationship,55249.0,2014-04-17,81,3,0,0,1,130,0,8,259
1972,Post Graduate,In Relationship,84906.0,2013-04-10,98,2,0,0,0,1631,3,24,631
1989,Post Graduate,In Relationship,28691.0,2013-04-07,56,8,0,0,1,34,0,5,634
1952,Post Graduate,Single,44213.0,2013-11-29,48,6,0,0,2,152,0,12,398
1984,Under Graduate,Single,25707.0,2014-01-18,18,7,0,0,1,21,0,5,348
1967,Post Graduate,In Relationship,59062.0,2013-03-10,74,4,0,0,3,71,0,7,662
1962,Post Graduate,Single,76624.0,2014-05-24,68,1,0,0,1,899,1,23,222
1947,Post Graduate,In Relationship,66000.0,2014-04-20,36,1,0,0,0,711,0,10,256
1978,Post Graduate,In Relationship,27683.0,2012-04-08,90,8,0,0,1,351,0,16,998
1971,Post Graduate,Single,1730.0,2014-05-18,65,20,0,0,0,8,0,15,228
1992,Under Graduate,Single,7500.0,2012-03-12,63,9,0,0,1,119,0,11,1025
1968,Post Graduate,In Relationship,40521.0,2013-05-04,82,5,0,0,2,21,0,4,607
1973,Post Graduate,In Relationship,20427.0,2014-03-24,63,8,0,0,1,10,0,4,283
1975,Post Graduate,In Relationship,65106.0,2014-05-24,55,6,0,0,1,973,1,27,222
1965,Post Graduate,In Relationship,69969.0,2013-08-27,64,3,0,1,0,1536,2,13,492
1952,Post Graduate,In Relationship,67433.0,2013-07-16,51,4,0,0,2,992,1,28,534
1967,Post Graduate,In Relationship,77766.0,2013-02-22,97,6,0,1,1,1529,1,34,678
1972,Post Graduate,In Relationship,74716.0,2013-12-09,92,4,0,0,1,860,0,17,388
1963,Post Graduate,Single,68118.0,2013-10-18,51,6,0,0,1,928,0,23,440
1970,Post Graduate,In Relationship,55158.0,2012-07-30,72,7,0,1,2,418,0,18,885
1955,Post Graduate,In Relationship,62972.0,2012-03-08,39,6,0,1,1,587,0,16,1029
1975,Post Graduate,In Relationship,74190.0,2014-12-05,49,2,0,0,1,641,0,19,27
1976,Post Graduate,In Relationship,39356.0,2014-03-19,21,6,0,0,2,23,1,4,288
1969,Post Graduate,In Relationship,76653.0,2013-08-16,91,2,0,0,0,2279,2,23,503
1973,Post Graduate,Single,35860.0,2014-05-19,37,5,0,0,2,49,1,6,227
1983,Post Graduate,Single,90687.0,2013-05-22,98,2,0,1,0,1779,1,17,589
1982,Post Graduate,In Relationship,73450.0,2013-05-12,85,3,0,0,0,1804,2,27,599
1960,Post Graduate,In Relationship,31454.0,2013-06-07,40,8,0,0,2,48,0,8,573
1952,Post Graduate,Single,47139.0,2014-06-03,2,7,0,1,2,83,0,7,212
1975,Post Graduate,Single,83829.0,2013-08-10,78,1,0,1,0,1862,3,17,509
1963,Post Graduate,In Relationship,53378.0,2012-09-24,41,8,0,1,2,793,0,29,829
1970,Post Graduate,In Relationship,19656.0,2013-08-02,94,7,0,0,1,84,0,9,517
1948,Post Graduate,In Relationship,45579.0,2013-08-20,10,6,0,0,1,183,0,10,499
1958,Post Graduate,Single,85485.0,2014-06-21,73,2,0,0,0,1383,0,19,194
1944,Post Graduate,In Relationship,55956.0,2014-07-04,22,4,0,0,0,999,1,16,181
1963,Post Graduate,Single,64191.0,2013-01-22,30,3,0,0,1,825,0,24,709
1972,Post Graduate,Single,38808.0,2012-08-26,21,8,0,1,1,246,1,14,858
1966,Post Graduate,In Relationship,57183.0,2013-03-19,51,8,0,0,2,610,0,25,653
1968,Post Graduate,Single,23748.0,2012-11-21,97,8,0,0,1,76,0,9,771
1971,Post Graduate,In Relationship,66303.0,2013-02-26,56,8,0,0,1,1286,1,22,674
1975,Post Graduate,In Relationship,37368.0,2013-12-16,4,6,0,0,1,30,1,4,381
1964,Post Graduate,In Relationship,40800.0,2013-01-01,77,7,1,0,3,99,0,8,730
1978,Post Graduate,Single,71847.0,2012-09-21,95,3,0,0,0,1192,1,22,832
1975,Post Graduate,In Relationship,46149.0,2013-11-29,36,5,0,0,1,362,0,18,398
1983,Post Graduate,In Relationship,78687.0,2012-09-08,13,2,0,1,0,2130,1,19,845
1971,Post Graduate,Single,49118.0,2012-08-18,90,7,0,1,0,1229,2,28,866
1957,Post Graduate,In Relationship,37633.0,2012-09-20,49,9,0,0,2,38,0,6,833
1951,Post Graduate,In Relationship,39767.0,2013-07-21,18,8,0,0,0,485,0,17,529
1951,Under Graduate,In Relationship,26997.0,2012-05-11,89,7,0,0,0,434,0,13,965
1970,Post Graduate,Single,33986.0,2013-03-14,43,7,0,0,1,44,0,5,658
1972,Post Graduate,In Relationship,57091.0,2012-11-23,82,7,0,1,1,496,1,18,769
1969,Post Graduate,In Relationship,46831.0,2013-08-06,84,4,0,0,2,78,0,7,513
1972,Post Graduate,In Relationship,83151.0,2013-10-02,80,2,0,1,0,2346,3,23,456
1971,Post Graduate,In Relationship,52531.0,2012-12-30,68,6,0,0,0,794,0,21,732
1956,Post Graduate,In Relationship,15759.0,2013-05-09,12,7,0,0,0,17,0,4,602
1971,Post Graduate,Single,22804.0,2013-07-31,75,9,0,0,1,26,0,5,519
1973,Post Graduate,In Relationship,43050.0,2014-03-18,10,5,0,0,1,76,0,8,289
1977,Post Graduate,Single,42997.0,2013-07-12,91,7,0,0,2,15,0,4,538
1963,Post Graduate,Single,48918.0,2014-12-04,21,4,0,0,2,62,0,7,28
1954,Post Graduate,In Relationship,60033.0,2014-03-29,28,2,0,0,1,198,0,10,278
1978,Post Graduate,In Relationship,34043.0,2013-10-25,97,9,0,0,1,49,0,5,433
1966,Post Graduate,In Relationship,57811.0,2013-06-24,49,5,0,0,1,802,1,25,556
1946,Post Graduate,In Relationship,78569.0,2014-02-19,14,1,0,1,0,1736,1,15,316
1978,Post Graduate,Single,7500.0,2012-12-27,5,6,0,0,2,57,0,10,735
1971,Post Graduate,In Relationship,157733.0,2013-04-06,37,1,0,0,1,59,0,2,635
1953,Post Graduate,In Relationship,94384.0,2013-04-03,62,2,0,1,0,2302,3,18,638
1985,Post Graduate,In Relationship,23148.0,2014-02-18,83,7,0,0,0,37,0,6,317
1970,Post Graduate,Single,44267.0,2013-02-25,48,9,0,0,2,310,0,16,675
1979,Post Graduate,In Relationship,71626.0,2012-01-11,94,3,0,0,0,1305,1,19,1086
1966,Post Graduate,In Relationship,60894.0,2013-06-28,61,7,0,0,1,832,0,26,552
1976,Post Graduate,In Relationship,50200.0,2013-03-04,70,8,0,0,2,401,0,19,668
1965,Post Graduate,In Relationship,81051.0,2014-05-23,43,2,0,0,0,1501,2,23,223
1982,Post Graduate,In Relationship,65169.0,2014-01-14,23,6,0,1,0,1189,4,28,352
1972,Post Graduate,In Relationship,59868.0,2013-07-22,37,6,0,0,1,1194,0,32,528
1960,Post Graduate,In Relationship,65695.0,2014-01-31,50,4,0,0,1,656,0,21,335
1956,Post Graduate,Single,64857.0,2012-11-23,78,4,0,0,0,1540,0,23,769
1965,Post Graduate,In Relationship,45143.0,2013-08-26,74,7,0,0,1,311,0,15,493
1955,Post Graduate,In Relationship,74805.0,2013-06-11,14,2,0,0,1,820,0,26,569
1989,Post Graduate,In Relationship,59060.0,2014-11-01,77,4,0,0,1,274,0,14,61
1962,Post Graduate,Single,27238.0,2013-04-20,39,9,0,0,2,57,0,9,621
1965,Post Graduate,In Relationship,47009.0,2013-01-10,89,4,0,0,1,448,0,17,721
1973,Post Graduate,In Relationship,46094.0,2014-10-06,62,7,0,0,2,44,0,5,87
1972,Post Graduate,In Relationship,40321.0,2013-07-29,59,7,0,0,2,102,0,8,521
1984,Post Graduate,In Relationship,37235.0,2014-01-02,68,4,0,0,1,61,0,5,364
1960,Post Graduate,In Relationship,81843.0,2013-04-22,13,3,0,0,0,1643,0,27,619
1958,Post Graduate,In Relationship,46692.0,2013-06-06,37,6,0,0,1,397,0,15,574
1968,Post Graduate,In Relationship,77382.0,2014-07-01,36,1,0,0,1,1121,1,26,184
1977,Post Graduate,Single,37774.0,2012-03-09,28,9,1,1,2,473,1,16,1028
1974,Under Graduate,In Relationship,18393.0,2014-03-29,2,8,0,0,1,50,0,8,278
1962,Post Graduate,In Relationship,72828.0,2013-02-14,17,7,0,0,1,1678,0,28,686
1982,Post Graduate,In Relationship,24711.0,2014-04-18,86,7,0,0,0,58,0,7,258
1975,Post Graduate,In Relationship,45503.0,2013-09-25,54,5,0,0,1,170,0,9,463
1982,Post Graduate,Single,6560.0,2013-12-12,2,17,0,0,0,373,0,2,385
1945,Post Graduate,In Relationship,71604.0,2013-11-17,3,4,0,1,0,1196,1,17,410
1979,Post Graduate,In Relationship,27244.0,2014-07-03,84,7,0,0,1,101,0,8,182
1969,Post Graduate,In Relationship,48752.0,2012-12-12,8,9,0,1,2,316,0,17,750
1962,Post Graduate,In Relationship,71434.0,2013-09-18,4,4,0,0,1,1400,2,21,470
1948,Post Graduate,Single,90842.0,2013-07-29,57,1,0,0,0,1424,0,27,521
1978,Post Graduate,In Relationship,88097.0,2012-08-18,24,9,0,1,1,844,3,20,866
1975,Post Graduate,In Relationship,51948.0,2013-09-17,51,5,0,0,1,311,0,13,471
1982,Post Graduate,In Relationship,71853.0,2013-08-05,29,1,0,0,0,1149,0,17,514
1983,Post Graduate,In Relationship,35876.0,2014-04-20,13,6,0,0,0,129,0,8,256
1952,Post Graduate,Single,40049.0,2013-10-16,23,6,0,0,1,32,0,5,442
1982,Post Graduate,Single,39660.0,2012-08-08,36,9,0,1,1,299,0,14,876
1962,Post Graduate,In Relationship,50127.0,2014-05-29,88,6,0,0,1,320,1,13,217
1977,Post Graduate,In Relationship,43263.0,2012-11-21,2,5,0,0,1,441,0,16,771
1949,Post Graduate,In Relationship,62845.0,2012-01-10,3,8,0,1,2,1178,1,28,1087
1990,Post Graduate,In Relationship,18929.0,2013-02-16,15,6,0,0,0,85,0,6,684
1982,Under Graduate,Single,24367.0,2013-03-20,58,9,0,0,1,24,0,4,652
1975,Post Graduate,Single,33249.0,2013-02-20,11,6,0,0,1,112,0,8,680
1959,Post Graduate,In Relationship,26887.0,2013-10-02,27,6,0,0,1,30,0,5,456
1983,Post Graduate,In Relationship,50150.0,2013-06-20,32,5,0,0,0,410,0,16,560
1976,Post Graduate,In Relationship,62061.0,2013-08-31,12,6,0,0,1,800,1,24,488
1962,Post Graduate,Single,85696.0,2013-03-05,88,1,0,1,0,1313,0,20,667
1956,Post Graduate,In Relationship,76542.0,2013-03-30,91,2,0,0,0,1483,0,23,642
1993,Post Graduate,Single,70515.0,2013-10-21,12,2,0,1,0,1258,0,17,437
1987,Post Graduate,In Relationship,18227.0,2012-08-11,21,8,0,0,1,28,0,4,873
1965,Post Graduate,In Relationship,69139.0,2014-01-27,23,4,0,0,1,227,0,11,339
1982,Post Graduate,In Relationship,69109.0,2012-09-11,10,4,0,1,0,1555,1,20,842
1962,Post Graduate,Single,69627.0,2013-03-17,35,5,0,0,1,861,0,23,655
1978,Post Graduate,In Relationship,38136.0,2013-04-22,69,8,0,0,1,103,1,8,619
1946,Post Graduate,Single,62159.0,2014-04-28,68,4,0,0,0,634,0,19,248
1963,Post Graduate,Single,80695.0,2013-12-29,85,2,0,0,0,1918,0,19,368
1971,Post Graduate,Single,33316.0,2013-04-10,34,6,0,0,2,131,0,10,631
1968,Post Graduate,In Relationship,58554.0,2012-09-26,55,7,0,0,2,586,0,22,827
1992,Under Graduate,In Relationship,17256.0,2013-11-23,10,8,0,0,1,62,1,7,404
1974,Post Graduate,Single,53034.0,2013-05-30,30,8,0,0,2,447,0,22,581
1950,Post Graduate,In Relationship,52203.0,2012-07-31,36,6,0,0,0,939,0,27,884
1977,Post Graduate,Single,59601.0,2013-07-25,14,8,0,0,1,797,1,15,525
1958,Post Graduate,Single,75154.0,2012-04-09,79,3,0,1,1,1143,0,16,997
1976,Post Graduate,Single,47025.0,2013-07-11,52,6,0,0,1,415,0,17,539
1973,Post Graduate,In Relationship,37971.0,2013-11-25,97,8,0,0,1,30,0,5,402
1968,Post Graduate,Single,41335.0,2013-12-26,24,7,0,0,1,187,0,12,371
1958,Post Graduate,In Relationship,67267.0,2014-05-13,0,2,0,0,1,251,0,11,233
1975,Post Graduate,Single,57338.0,2014-04-29,96,5,0,0,1,237,0,12,247
1960,Post Graduate,In Relationship,50523.0,2013-12-25,89,6,0,0,2,91,0,8,372
1965,Post Graduate,Single,35791.0,2013-06-05,94,8,0,0,3,35,0,6,575
1960,Post Graduate,Single,50611.0,2012-04-10,98,6,0,0,1,493,1,22,996
1969,Post Graduate,In Relationship,56242.0,2013-03-03,72,6,0,0,1,971,0,28,669
1960,Post Graduate,Single,48904.0,2012-02-12,1,8,0,0,1,371,0,17,1054
1975,Post Graduate,Single,56243.0,2013-12-30,26,5,0,0,3,396,0,20,367
1985,Post Graduate,In Relationship,21355.0,2013-08-20,5,6,0,1,1,68,1,7,499
1971,Post Graduate,In Relationship,57420.0,2013-06-25,22,7,0,0,1,322,1,15,555
1970,Post Graduate,In Relationship,52247.25135379061,2013-01-04,39,5,0,0,1,317,0,14,727
1955,Post Graduate,Single,46390.0,2014-05-05,56,7,0,0,1,222,0,10,241
1956,Post Graduate,In Relationship,54342.0,2013-03-07,74,6,0,0,2,177,0,12,665
1958,Post Graduate,In Relationship,52247.25135379061,2012-03-09,87,5,0,0,2,45,0,5,1028
1964,Post Graduate,Single,52247.25135379061,2014-12-01,49,7,0,0,2,21,0,4,31
1973,Post Graduate,In Relationship,20895.0,2012-06-10,24,9,0,0,1,45,0,6,935
1948,Post Graduate,In Relationship,92344.0,2014-01-15,9,1,0,0,0,1899,2,20,351
1972,Post Graduate,In Relationship,52247.25135379061,2014-02-03,17,7,0,0,1,42,0,5,332
1976,Post Graduate,In Relationship,26907.0,2013-08-20,10,7,0,0,2,22,0,6,499
1980,Post Graduate,In Relationship,44964.0,2012-12-16,35,8,0,0,2,41,0,5,746
1979,Post Graduate,In Relationship,75507.0,2014-02-05,56,3,0,0,0,1440,0,21,330
1972,Post Graduate,In Relationship,53761.0,2013-11-10,7,5,0,0,2,325,0,17,417
1973,Post Graduate,In Relationship,22682.0,2013-03-10,51,4,0,0,1,95,0,10,662
1972,Post Graduate,In Relationship,38887.0,2014-02-03,17,7,0,0,1,42,0,5,332
1975,Post Graduate,Single,41658.0,2012-09-11,30,4,0,0,2,72,0,6,842
1972,Post Graduate,In Relationship,29791.0,2014-05-15,21,5,0,0,1,20,0,7,231
1956,Post Graduate,In Relationship,63915.0,2013-07-30,2,5,0,0,2,789,0,23,520
1974,Post Graduate,Single,39996.0,2014-05-22,85,6,0,0,2,15,0,4,224
1972,Post Graduate,Single,26759.0,2014-07-02,65,6,0,0,1,59,0,8,183
1968,Post Graduate,Single,63841.0,2013-04-21,64,6,0,0,1,908,0,22,620
1969,Post Graduate,In Relationship,51039.0,2012-10-12,11,7,0,0,2,417,0,14,811
1961,Post Graduate,In Relationship,60544.0,2012-08-25,92,6,0,0,2,289,0,15,859
1972,Post Graduate,In Relationship,65685.0,2014-03-29,54,5,0,0,1,769,0,21,278
1953,Post Graduate,In Relationship,37716.0,2014-04-21,4,7,0,0,1,188,0,10,255
1957,Post Graduate,Single,36864.0,2012-08-13,53,8,0,1,1,354,0,14,871
1970,Post Graduate,In Relationship,44511.0,2012-12-10,39,8,0,0,1,727,0,26,752
1967,Post Graduate,In Relationship,36947.0,2012-07-08,49,9,0,0,2,146,0,11,907
1951,Post Graduate,In Relationship,47352.0,2013-11-04,70,7,0,0,1,319,0,16,423
1953,Post Graduate,In Relationship,67087.0,2013-12-17,40,4,0,0,1,794,0,22,380
1950,Post Graduate,In Relationship,57045.0,2012-08-09,40,3,0,0,1,454,0,18,875
1953,Post Graduate,Single,36957.0,2012-06-09,43,9,0,1,2,152,0,11,936
1977,Post Graduate,In Relationship,69389.0,2012-09-28,17,4,0,0,1,797,0,22,825
1972,Post Graduate,In Relationship,80134.0,2013-05-20,40,6,0,1,1,1690,3,16,591
1969,Post Graduate,In Relationship,43142.0,2014-02-18,84,7,0,0,2,20,0,4,317
1944,Post Graduate,In Relationship,80589.0,2014-01-22,25,1,0,1,0,1428,1,21,344
1990,Post Graduate,Single,34412.0,2013-02-13,62,9,0,0,1,209,0,11,687
1979,Post Graduate,Single,57537.0,2013-10-06,83,4,0,0,1,545,0,19,452
1966,Under Graduate,In Relationship,22634.0,2013-01-16,47,8,0,0,0,96,0,6,715
1948,Post Graduate,In Relationship,51315.0,2014-02-23,45,2,0,0,0,222,0,10,312
1972,Post Graduate,In Relationship,36026.0,2014-03-16,34,6,0,0,3,61,0,7,291
1973,Post Graduate,In Relationship,24639.0,2014-01-28,3,6,0,0,2,44,0,9,338
1972,Post Graduate,In Relationship,34578.0,2014-11-04,1,6,0,0,3,8,0,4,58
1972,Post Graduate,Single,65704.0,2013-10-13,18,1,0,0,0,817,0,23,445
1966,Post Graduate,Single,63810.0,2012-11-11,45,8,0,0,1,1371,1,23,781
1969,Post Graduate,In Relationship,54132.0,2014-02-16,81,7,0,0,1,42,0,5,319
1959,Post Graduate,In Relationship,18690.0,2012-12-28,77,8,0,0,0,60,0,5,734
1970,Post Graduate,In Relationship,28164.0,2013-04-05,23,7,0,0,1,78,0,9,636
1974,Post Graduate,In Relationship,34596.0,2013-04-13,48,8,0,0,1,23,0,4,628
1972,Post Graduate,In Relationship,43269.0,2013-09-16,61,8,0,0,1,19,0,4,472
1958,Post Graduate,Single,38741.0,2014-03-30,60,7,0,0,2,61,0,7,277
1972,Post Graduate,Single,31907.0,2013-04-03,75,7,0,0,0,449,0,14,638
1983,Post Graduate,In Relationship,27100.0,2013-05-04,64,7,0,0,1,37,0,5,607
1973,Post Graduate,Single,31163.0,2014-02-13,54,6,0,0,1,38,0,5,322
1985,Post Graduate,In Relationship,92533.0,2013-12-19,84,2,0,0,0,1131,2,23,378
1973,Post Graduate,Single,34853.0,2013-12-23,75,6,0,0,2,34,0,7,374
1967,Post Graduate,Single,70844.0,2013-10-30,16,7,0,0,2,294,0,17,428
1979,Post Graduate,In Relationship,31086.0,2013-04-05,79,8,0,0,2,48,1,6,636
1961,Post Graduate,In Relationship,60544.0,2012-08-25,92,6,0,0,2,289,0,15,859
1986,Post Graduate,In Relationship,20491.0,2013-01-25,16,7,0,0,0,30,0,4,706
1964,Post Graduate,In Relationship,42523.0,2014-04-23,96,2,0,0,0,125,0,7,253
1983,Post Graduate,In Relationship,39922.0,2013-02-14,30,8,0,0,1,156,0,9,686
1952,Post Graduate,In Relationship,33402.0,2013-07-18,60,8,0,0,2,70,0,9,532
1949,Post Graduate,In Relationship,36408.0,2013-09-21,11,6,0,0,2,22,0,4,467
1979,Post Graduate,In Relationship,21645.0,2012-03-09,75,9,0,1,1,65,0,9,1028
1948,Post Graduate,Single,78427.0,2012-10-24,36,3,0,1,0,1930,1,23,799
1946,Post Graduate,In Relationship,82657.0,2013-09-27,71,4,0,0,0,2283,2,23,461
1958,Post Graduate,In Relationship,51876.0,2013-10-15,88,1,0,0,0,310,0,13,443
1971,Post Graduate,In Relationship,78041.0,2012-12-16,93,2,0,0,0,1319,0,18,746
1957,Post Graduate,In Relationship,52852.0,2012-01-12,93,8,0,0,1,879,1,26,1085
1982,Post Graduate,In Relationship,70038.0,2013-10-25,54,2,0,0,0,1244,0,17,433
1973,Post Graduate,In Relationship,69401.0,2014-03-23,41,2,0,0,1,690,0,17,284
1972,Post Graduate,In Relationship,46053.0,2013-02-17,46,5,0,0,1,209,0,12,683
1965,Post Graduate,In Relationship,77343.0,2014-09-06,28,1,0,0,0,1134,0,17,117
1953,Post Graduate,Single,73892.0,2013-11-13,40,1,0,1,0,1507,0,23,414
1967,Post Graduate,Single,40304.0,2013-09-30,82,7,0,0,1,57,0,6,458
1965,Post Graduate,In Relationship,32727.0,2012-08-28,38,8,0,0,0,529,0,17,856
1969,Post Graduate,In Relationship,68695.0,2014-06-25,3,2,0,0,0,1091,0,16,190
1971,Post Graduate,Single,43300.0,2012-10-13,87,8,0,1,1,180,0,11,810
1972,Post Graduate,In Relationship,26290.0,2013-12-01,49,6,0,0,2,77,0,10,396
1970,Post Graduate,Single,93790.0,2014-12-02,16,2,0,1,0,2349,3,25,30
1974,Post Graduate,In Relationship,38410.0,2012-09-14,65,6,0,1,0,534,0,18,839
1950,Post Graduate,Single,64866.0,2014-01-26,9,5,0,0,1,556,1,21,340
1959,Post Graduate,In Relationship,57957.0,2013-08-19,24,3,1,0,1,637,0,25,500
1955,Post Graduate,In Relationship,46015.0,2014-04-13,25,7,0,0,2,46,2,5,263
1978,Post Graduate,In Relationship,16531.0,2014-06-18,43,7,0,0,1,44,0,9,197
1986,Post Graduate,In Relationship,28072.0,2013-08-07,10,7,0,0,1,47,0,5,512
1963,Post Graduate,Single,49476.0,2013-06-20,29,2,0,0,1,795,0,22,560
1953,Post Graduate,In Relationship,50725.0,2013-02-13,45,8,0,0,1,586,0,21,687
1952,Post Graduate,In Relationship,83844.0,2013-12-05,57,1,0,0,0,1574,1,20,392
1950,Post Graduate,In Relationship,41145.0,2014-08-02,20,3,0,0,2,13,0,4,152
1970,Post Graduate,In Relationship,67419.0,2013-01-16,29,5,0,0,1,1471,0,25,715
1970,Post Graduate,In Relationship,23162.0,2013-12-21,82,6,0,0,2,65,0,8,376
1977,Post Graduate,In Relationship,34380.0,2013-02-05,68,8,0,0,1,175,0,12,695
1966,Post Graduate,Single,34704.0,2013-04-27,65,5,0,0,1,40,0,5,614
1969,Post Graduate,In Relationship,94871.0,2012-01-09,99,7,0,1,2,1078,2,18,1088
1958,Post Graduate,In Relationship,65148.0,2012-11-16,9,4,0,0,1,1115,0,21,776
1954,Post Graduate,In Relationship,39898.0,2013-12-02,20,7,0,0,1,134,0,9,395
1956,Post Graduate,Single,64857.0,2012-11-23,78,4,0,0,0,1540,0,23,769
1970,Post Graduate,In Relationship,59892.0,2013-02-11,26,3,0,0,1,87,0,7,689
1987,Post Graduate,Single,41020.0,2013-10-28,68,3,0,0,0,217,0,10,430
1961,Post Graduate,In Relationship,57072.0,2014-01-24,79,5,0,0,1,1034,1,27,342
1979,Post Graduate,Single,60474.0,2013-01-04,25,7,0,0,1,1180,0,31,727
1960,Post Graduate,In Relationship,62807.0,2012-08-31,83,5,0,0,1,819,0,23,853
1981,Post Graduate,In Relationship,19414.0,2013-10-16,32,8,0,0,1,32,0,5,442
1980,Post Graduate,In Relationship,19107.0,2013-08-22,49,7,0,0,1,46,0,6,497
1976,Post Graduate,In Relationship,75484.0,2012-02-08,50,4,0,0,1,1159,0,18,1058
1976,Post Graduate,Single,70379.0,2013-03-03,84,4,0,0,1,860,0,25,669
1970,Post Graduate,In Relationship,79419.0,2014-06-22,96,2,0,0,0,1631,0,15,193
1946,Post Graduate,In Relationship,64014.0,2014-10-06,56,7,0,0,3,444,1,22,87
1955,Post Graduate,In Relationship,76998.0,2013-11-01,85,6,0,0,1,1910,1,29,426
1972,Post Graduate,In Relationship,49854.0,2013-10-11,63,6,0,0,1,380,0,18,447
1971,Post Graduate,In Relationship,60585.0,2013-06-24,17,5,0,1,2,736,0,30,556
1950,Post Graduate,Single,42873.0,2013-01-21,11,8,0,0,2,269,0,15,710
1988,Post Graduate,In Relationship,87679.0,2013-07-27,62,4,0,1,0,2524,3,29,523
1978,Post Graduate,In Relationship,57867.0,2013-01-10,48,6,0,0,1,612,0,25,721
1990,Post Graduate,In Relationship,35765.0,2013-11-12,86,6,0,0,1,75,0,8,415
1959,Post Graduate,In Relationship,65492.0,2014-01-26,73,2,0,0,0,1045,0,26,340
1977,Post Graduate,Single,32952.0,2013-01-12,36,7,0,0,1,55,0,6,719
1969,Post Graduate,In Relationship,53374.0,2012-08-16,34,9,0,1,1,1064,1,21,868
1959,Post Graduate,In Relationship,71706.0,2012-11-13,16,5,0,0,1,1443,0,25,779
1988,Post Graduate,In Relationship,68487.0,2013-01-13,48,4,0,0,0,1366,0,30,718
1975,Post Graduate,In Relationship,53253.0,2013-11-02,61,5,0,0,2,436,0,19,425
1973,Post Graduate,Single,31163.0,2014-02-13,54,6,0,0,1,38,0,5,322
1977,Post Graduate,In Relationship,42014.0,2012-08-17,56,8,0,1,1,436,0,20,867
1973,Post Graduate,In Relationship,54108.0,2012-05-11,74,8,0,0,2,747,0,32,965
1955,Post Graduate,Single,49667.0,2012-08-20,35,8,0,1,0,1396,1,22,864
1974,Post Graduate,In Relationship,63206.0,2014-03-20,65,2,0,0,0,928,1,14,287
1972,Post Graduate,In Relationship,57136.0,2013-09-07,48,6,0,0,2,642,0,26,481
1975,Post Graduate,In Relationship,46772.0,2012-07-11,88,8,0,0,1,1048,1,30,904
1971,Post Graduate,In Relationship,78931.0,2013-10-25,19,1,0,0,0,943,0,24,433
1958,Post Graduate,In Relationship,53977.0,2013-08-06,21,5,0,0,1,907,0,27,513
1988,Post Graduate,In Relationship,84219.0,2014-02-02,27,1,0,0,0,1198,0,18,333
1975,Post Graduate,Single,46098.0,2012-08-18,86,8,0,0,2,120,0,11,866
1965,Post Graduate,In Relationship,73538.0,2012-11-25,92,7,0,0,1,1658,0,26,767
1986,Post Graduate,In Relationship,79529.0,2014-04-27,1,2,0,0,0,1638,0,22,249
1977,Post Graduate,In Relationship,20981.0,2013-04-30,14,8,0,1,0,73,0,7,611
1980,Post Graduate,Single,51766.0,2014-11-03,74,5,0,0,1,275,0,12,59
1962,Post Graduate,In Relationship,55759.0,2012-11-28,84,8,0,0,1,854,0,26,764
1978,Post Graduate,In Relationship,33039.0,2013-09-09,4,5,0,0,1,78,0,7,479
1972,Post Graduate,In Relationship,37787.0,2013-09-20,50,8,0,0,1,106,0,7,468
1970,Post Graduate,Single,27242.0,2012-11-11,2,9,0,1,1,106,0,7,781
1983,Post Graduate,Single,87188.0,2013-03-06,73,3,0,1,0,1923,0,19,666
1971,Post Graduate,In Relationship,69930.0,2013-05-26,21,3,0,0,0,1662,0,22,585
1976,Post Graduate,Single,37697.0,2014-07-02,82,6,0,0,1,84,0,7,183
1973,Post Graduate,In Relationship,37401.0,2014-06-05,14,7,0,0,1,48,0,7,210
1973,Post Graduate,Single,3502.0,2013-04-13,56,14,0,0,1,5,0,0,628
1976,Post Graduate,In Relationship,58597.0,2012-11-20,20,7,0,0,2,733,0,32,772
1948,Post Graduate,Single,82032.0,2014-05-04,54,1,0,0,0,1234,0,17,242
1958,Post Graduate,In Relationship,28087.0,2012-11-12,77,7,0,0,2,112,0,9,780
1987,Post Graduate,Single,74004.0,2014-02-24,5,3,0,1,0,1658,2,15,311
1960,Post Graduate,In Relationship,19740.0,2013-03-24,65,5,0,0,1,55,0,7,648
1975,Post Graduate,In Relationship,57036.0,2012-11-12,33,9,0,0,1,1513,1,26,780
1958,Post Graduate,In Relationship,53083.0,2013-05-15,65,7,0,0,2,271,1,17,596
